emp_no,from_date,to_date,first_name,last_name,title
83478,1986-04-06,9999-01-01,Goa,Budinsky,Senior Staff
83481,1989-11-10,9999-01-01,Munir,Braccini,Senior Engineer
83491,1999-12-23,9999-01-01,Karsten,Pena,Engineer
83493,1985-05-30,9999-01-01,Oksana,Danlos,Senior Engineer
83503,1997-11-25,9999-01-01,Isaac,Hiraishi,Technique Leader
83506,1994-07-01,9999-01-01,Mohamadou,Lamma,Senior Engineer
83507,1995-08-22,9999-01-01,Shugo,Chimia,Senior Staff
83512,1999-06-11,9999-01-01,Dinkar,Heuser,Senior Staff
83515,1987-12-30,9999-01-01,Fay,Collavizza,Senior Engineer
83519,1996-04-02,9999-01-01,Heather,Uhrig,Senior Staff
83522,1997-10-10,9999-01-01,Wanqing,Cooman,Senior Staff
83525,1989-08-29,9999-01-01,Xianlong,Kolvik,Senior Engineer
83531,1996-02-22,9999-01-01,DAIDA,Pezzoli,Senior Staff
83534,1998-01-27,9999-01-01,Xiadong,Homond,Senior Engineer
83537,1996-12-11,9999-01-01,Mang,Masada,Senior Engineer
83540,1988-09-10,9999-01-01,Rafail,Andreotta,Technique Leader
83546,1991-04-12,9999-01-01,Maha,Kawashimo,Senior Engineer
83547,2001-08-10,9999-01-01,Uma,Ponthieu,Senior Staff
83551,1996-06-03,9999-01-01,Aral,Pashtan,Engineer
83555,1996-12-05,9999-01-01,Yongqiao,Berendt,Senior Engineer
83557,1995-04-09,9999-01-01,Elvis,Candan,Engineer
83559,1996-06-29,9999-01-01,Mircea,Schmittgen,Engineer
83563,1996-01-02,9999-01-01,Christ,Porenta,Senior Engineer
83564,2000-04-24,9999-01-01,Maha,Bahr,Senior Engineer
83565,1995-06-09,9999-01-01,Nevio,Beidas,Senior Staff
83571,2000-07-09,9999-01-01,Kensei,Mawatari,Senior Engineer
83573,1992-04-15,9999-01-01,Slavian,Thummel,Senior Engineer
83574,1994-10-10,9999-01-01,Gonzalo,Masamoto,Senior Staff
83576,1994-12-19,9999-01-01,Mayumi,Cronan,Senior Engineer
83579,1998-01-25,9999-01-01,Giordano,Caine,Senior Engineer
83580,2002-01-08,9999-01-01,Leandro,Luit,Senior Engineer
83583,1993-01-19,9999-01-01,Guadalupe,Sethi,Senior Staff
83584,2000-02-15,9999-01-01,Bojan,Weiland,Senior Engineer
83585,1993-12-03,9999-01-01,Susuma,Himler,Senior Engineer
83592,1998-02-01,9999-01-01,Georgy,Baek,Senior Engineer
83595,1993-03-25,9999-01-01,Divine,Koshino,Senior Engineer
83600,1994-07-29,9999-01-01,Muzhong,Mayerwieser,Senior Engineer
83603,1998-04-28,9999-01-01,Shuichi,Wroclawski,Engineer
83609,1999-02-13,9999-01-01,Faiza,Kolvik,Staff
83612,1999-01-09,9999-01-01,Branimir,Veevers,Senior Staff
83614,1992-10-05,9999-01-01,Takanari,Schach,Senior Engineer
83615,1994-10-25,9999-01-01,Niranjan,Aumann,Staff
83619,1991-06-13,9999-01-01,Ipke,Daescu,Senior Engineer
83620,2002-05-02,9999-01-01,Fumiya,Sanella,Senior Staff
83626,1987-02-01,9999-01-01,Reuven,Maccarone,Technique Leader
83629,1987-06-10,9999-01-01,Tamiya,Fabrizio,Senior Engineer
83634,1993-06-24,9999-01-01,Danae,Randi,Senior Staff
83641,1998-05-29,9999-01-01,Aimee,Luders,Senior Staff
83643,1998-11-09,9999-01-01,Jinxi,Tsukune,Engineer
83650,1997-03-13,9999-01-01,Mariangiola,Raoux,Senior Engineer
83658,1997-04-05,9999-01-01,Nathan,Reistad,Senior Staff
83661,1999-02-10,9999-01-01,Lobel,Rabehasaina,Senior Engineer
83662,1996-02-25,9999-01-01,Heng,Rajcani,Senior Engineer
83663,1998-11-23,9999-01-01,Sachin,Uhrig,Engineer
83668,1995-12-16,9999-01-01,Irena,Llado,Senior Engineer
83669,1986-09-07,9999-01-01,Kasidit,Zlotek,Senior Engineer
83673,1996-01-22,9999-01-01,Chanjung,Rosin,Senior Engineer
83679,1996-12-22,9999-01-01,Bowen,Zyda,Senior Staff
83689,1999-04-11,9999-01-01,Takahito,Michaeli,Staff
83696,2001-12-31,9999-01-01,Satosi,Passafiume,Senior Staff
83698,1985-11-17,9999-01-01,Adib,Krohn,Senior Staff
83699,1999-06-09,9999-01-01,Fayez,Luby,Senior Staff
83705,1999-09-30,9999-01-01,Sugwoo,Standera,Senior Engineer
83706,1998-12-18,9999-01-01,Tsz,Shumilov,Engineer
83712,1997-04-16,9999-01-01,Adas,Cummings,Senior Engineer
83715,1996-10-16,9999-01-01,Zeydy,Steinauer,Engineer
83730,1985-12-20,9999-01-01,Dharmaraja,Lorie,Senior Staff
83735,2000-05-22,9999-01-01,Uinam,Rajaraman,Senior Engineer
83736,1995-07-15,9999-01-01,Kristina,Ruther,Staff
83747,1990-08-26,9999-01-01,Kristine,Schwabacher,Senior Staff
83748,2000-07-29,9999-01-01,Hyuncheol,Molberg,Engineer
83752,1992-01-16,9999-01-01,Sariel,Cooman,Senior Engineer
83753,1999-03-04,9999-01-01,Sachar,Liedekerke,Engineer
83756,1995-06-13,9999-01-01,Constantijn,Esposito,Senior Engineer
83757,1995-03-20,9999-01-01,Radhia,Zielinski,Senior Engineer
83759,1999-01-21,9999-01-01,Tsvetan,Puoti,Senior Staff
83762,1989-05-27,9999-01-01,Odinaldo,Kranzdorf,Senior Engineer
83768,1995-03-05,9999-01-01,Mark,Ariola,Senior Staff
83769,1991-11-07,9999-01-01,Yuichiro,Scallan,Senior Staff
83772,1997-04-24,9999-01-01,Remco,Schapire,Engineer
83778,1994-04-14,9999-01-01,Premsyl,Nitto,Senior Staff
83787,1993-08-19,9999-01-01,Xuejia,Lanzelotte,Senior Staff
83790,1998-07-17,9999-01-01,Huiqun,DuCasse,Senior Engineer
83792,2001-10-08,9999-01-01,Otmar,Nishimukai,Senior Staff
83797,1997-12-04,9999-01-01,Kazuhisa,Fontan,Senior Staff
83798,1994-11-09,9999-01-01,Shigeo,Kropp,Senior Engineer
83800,2000-10-26,9999-01-01,Tamiya,Wroclawski,Senior Staff
83801,1999-10-24,9999-01-01,Domenico,Schueller,Senior Staff
83804,1997-02-06,9999-01-01,Iara,Kragelund,Senior Engineer
83806,1999-08-23,9999-01-01,Froduald,Kumaresan,Senior Engineer
83808,1995-01-23,9999-01-01,Danel,Setiz,Senior Staff
83819,1998-07-26,9999-01-01,Toong,Rajcani,Staff
83822,1996-09-06,9999-01-01,Menkae,Haddadi,Senior Engineer
83826,1996-08-10,9999-01-01,Xiaoqiu,Schneeberger,Engineer
83829,1995-03-15,9999-01-01,Cristinel,Zielinski,Senior Staff
83835,1997-09-10,9999-01-01,Karoline,Alameldin,Senior Engineer
83839,1996-09-03,9999-01-01,Hitomi,Clouatre,Senior Engineer
83843,1995-02-18,9999-01-01,Hiroyasu,Deyuan,Assistant Engineer
83844,1999-08-08,9999-01-01,Erzsebet,Hertweck,Engineer
83845,1995-02-26,9999-01-01,Franziska,Chleq,Senior Staff
83849,1997-01-19,9999-01-01,Shaleah,Schwartzburd,Senior Engineer
83850,1994-04-17,9999-01-01,Mooi,Bugaenko,Senior Staff
83854,1998-03-01,9999-01-01,Uta,Mitina,Engineer
83856,1998-06-04,9999-01-01,Udi,Ernst,Senior Staff
83858,1995-12-14,9999-01-01,Gregory,Matzke,Engineer
83871,1998-05-20,9999-01-01,Shaleah,Birch,Senior Engineer
83873,1994-04-14,9999-01-01,Jaihie,Bednarek,Senior Staff
83875,1995-09-17,9999-01-01,Neelam,Herber,Senior Staff
83879,2001-03-23,9999-01-01,Irena,Georg,Senior Engineer
83881,1995-05-09,9999-01-01,Gino,Michaels,Engineer
83887,1994-03-17,9999-01-01,Doohun,Ciolek,Senior Staff
83894,1989-03-03,9999-01-01,Manibrata,Passino,Senior Engineer
83895,1988-03-27,9999-01-01,Hyuncheol,Pettey,Technique Leader
83898,1985-09-04,9999-01-01,Erzsebet,England,Technique Leader
83905,1992-05-12,9999-01-01,Alejandra,Savasere,Senior Staff
83908,2002-06-11,9999-01-01,Martina,Lamma,Senior Engineer
83910,1988-12-25,9999-01-01,Zdislav,Flexer,Technique Leader
83913,1991-12-22,9999-01-01,Xuejia,Mitsuhashi,Senior Engineer
83920,1999-01-26,9999-01-01,Irena,Schurmann,Staff
83923,1996-02-13,9999-01-01,Bedir,Garnham,Engineer
83927,1996-02-09,9999-01-01,Gladys,Kobara,Senior Engineer
83928,1987-10-30,9999-01-01,Paraskevi,Apsitis,Senior Staff
83934,2000-12-13,9999-01-01,Mabhin,Edelhoff,Senior Engineer
83944,1998-04-29,9999-01-01,Tokuyasu,Zeilberger,Staff
83947,1991-10-20,9999-01-01,Lucien,Usdin,Senior Engineer
83949,1998-01-13,9999-01-01,Tomokazu,Biran,Engineer
83957,1995-05-31,9999-01-01,Odysseas,Olivero,Assistant Engineer
83968,1993-08-31,9999-01-01,Giap,Rando,Senior Engineer
83969,2001-10-24,9999-01-01,Kristin,Sabnani,Senior Engineer
83971,1991-05-15,9999-01-01,Ramzi,Flanders,Senior Staff
83977,1993-03-19,9999-01-01,Masali,Yetim,Senior Staff
83980,1994-06-24,9999-01-01,Zhigen,Vrecion,Senior Engineer
83984,1998-05-05,9999-01-01,Mingsen,Pluym,Staff
83986,1993-04-08,9999-01-01,Danae,Cusworth,Senior Staff
83988,1991-04-16,9999-01-01,Georg,Kruskal,Senior Staff
83993,2001-06-21,9999-01-01,Chaitali,Baby,Senior Staff
83994,1989-10-02,9999-01-01,Danae,Hanabata,Senior Staff
83996,1998-04-28,9999-01-01,Fumitaka,Gils,Senior Staff
84000,1989-07-05,9999-01-01,Val,Antonakopoulos,Senior Engineer
84001,2001-06-20,9999-01-01,Badri,Facello,Senior Engineer
84009,1997-10-11,9999-01-01,Ashish,Bazzichi,Engineer
84010,1997-12-14,9999-01-01,Manibrata,Argence,Staff
84012,1995-10-02,9999-01-01,Marko,Salvesen,Engineer
84014,1995-06-28,9999-01-01,Vishu,Suermann,Senior Engineer
84015,1996-07-15,9999-01-01,Ronghao,Kusalik,Senior Engineer
84021,1992-08-01,9999-01-01,Parviz,Bierbaum,Senior Staff
84022,1998-11-23,9999-01-01,Tianruo,Parhami,Engineer
84025,1987-01-20,9999-01-01,Ugo,Ariola,Technique Leader
84026,2002-02-04,9999-01-01,Moti,Bugaenko,Senior Engineer
84030,1990-03-01,9999-01-01,Fun,Vitiello,Technique Leader
84038,1996-02-07,9999-01-01,Tiina,Zirintsis,Senior Staff
84040,1997-03-01,9999-01-01,Vasilis,Uchoa,Senior Staff
84042,1993-09-15,9999-01-01,Gita,Maraist,Senior Staff
84048,1985-06-21,9999-01-01,Lillian,Portugali,Technique Leader
84051,1999-07-11,9999-01-01,Kirk,Taubman,Staff
84054,2000-11-13,9999-01-01,Vatsa,Karnin,Senior Staff
84057,1997-12-04,9999-01-01,Zorica,Jervis,Engineer
84059,1995-06-07,9999-01-01,Lidong,Hofting,Senior Engineer
84061,1992-07-31,9999-01-01,Khaled,Gopalakrishnan,Senior Staff
84062,1994-07-17,9999-01-01,Shuichi,Comyn,Senior Engineer
84066,1994-08-15,9999-01-01,Jianhui,Thambidurai,Senior Engineer
84070,1999-11-23,9999-01-01,Martins,Vuskovic,Staff
84071,1997-05-18,9999-01-01,Boriana,Leivant,Staff
84072,2000-01-24,9999-01-01,Keiichiro,Makinen,Senior Engineer
84074,1997-11-24,9999-01-01,Denny,Marshall,Staff
84093,1996-02-11,9999-01-01,Masamitsu,Cronau,Engineer
84095,1997-09-29,9999-01-01,Ziyad,Boudaillier,Senior Staff
84097,1991-12-02,9999-01-01,Constantino,Bahl,Senior Staff
84098,1994-03-23,9999-01-01,Shalesh,Merle,Senior Staff
84104,1997-10-10,9999-01-01,Ekawit,Erez,Engineer
84114,2001-08-26,9999-01-01,Gaetan,Naudin,Senior Engineer
84115,1998-02-05,9999-01-01,Arvind,Rosaz,Engineer
84117,1999-01-01,9999-01-01,Flemming,Zirintsis,Staff
84120,2002-01-04,9999-01-01,Tua,Bednarek,Senior Engineer
84121,1998-04-08,9999-01-01,Domenick,Erni,Staff
84133,1997-07-26,9999-01-01,Remko,Lukaszewicz,Staff
84137,1995-10-18,9999-01-01,Genevieve,Baik,Senior Staff
84138,1992-09-09,9999-01-01,Jovan,Maginnis,Senior Engineer
84144,1987-03-24,9999-01-01,Radhia,Wursthorn,Senior Staff
84145,1997-11-25,9999-01-01,Marl,Genin,Senior Staff
84151,1998-02-26,9999-01-01,Shmuel,Negoita,Senior Staff
84156,1999-09-29,9999-01-01,Bouchung,Hartvigsen,Engineer
84159,1999-05-11,9999-01-01,Sreekrishna,Farrag,Engineer
84160,1995-08-16,9999-01-01,Jaideep,Sherertz,Staff
84164,1996-02-20,9999-01-01,Arunachalam,Matzel,Staff
84167,1989-12-13,9999-01-01,Sushant,Brookner,Senior Staff
84172,1998-06-16,9999-01-01,Sanjeeva,Ozeki,Senior Staff
84184,2001-01-24,9999-01-01,Chuanyi,Castellani,Senior Staff
84185,1999-09-17,9999-01-01,Yuchang,Iisaku,Engineer
84188,1996-11-05,9999-01-01,Serenella,Holburn,Senior Engineer
84196,1996-09-11,9999-01-01,Anestis,Siegrist,Senior Engineer
84202,1993-10-29,9999-01-01,Atreye,Serre,Senior Engineer
84205,2000-05-25,9999-01-01,Hironobu,Mandell,Senior Engineer
84212,1998-03-23,9999-01-01,Aiichiro,Bolsens,Senior Engineer
84213,1999-11-27,9999-01-01,Snehasis,Herath,Senior Staff
84214,1996-05-13,9999-01-01,Van,Chaudhuri,Engineer
84218,1996-12-07,9999-01-01,Dharmaraja,Ginesta,Staff
84219,2000-07-02,9999-01-01,DeForest,Vuskovic,Senior Staff
84223,2001-05-28,9999-01-01,Breannda,Boguraev,Senior Staff
84242,1995-10-04,9999-01-01,Tremaine,Panienski,Senior Staff
84245,1996-03-28,9999-01-01,Heather,Iisaka,Senior Engineer
84255,1993-06-05,9999-01-01,Ramalingam,Nations,Senior Staff
84260,1991-11-09,9999-01-01,Gunilla,Boreale,Technique Leader
84263,1998-09-20,9999-01-01,Jackson,Henseler,Senior Staff
84268,1992-05-22,9999-01-01,Kazuhira,Belinskaya,Senior Engineer
84278,1999-05-10,9999-01-01,Olivera,Farrel,Senior Engineer
84282,1996-03-10,9999-01-01,Saddek,Mateescu,Engineer
84283,1999-06-10,9999-01-01,Gal,Slaats,Engineer
84292,1990-11-03,9999-01-01,Leaf,Luff,Senior Engineer
84304,1997-03-18,9999-01-01,Weijing,Camarinopoulos,Senior Staff
84305,1986-06-26,9999-01-01,Minghong,Kalloufi,Senior Engineer
84308,1998-10-27,9999-01-01,Panayotis,Lambe,Engineer
84309,1994-04-28,9999-01-01,Jayson,Tramer,Senior Staff
84317,1999-01-15,9999-01-01,Shimshon,Alpin,Senior Engineer
84318,1996-01-01,9999-01-01,Shin,Lally,Senior Staff
84322,1999-09-29,9999-01-01,Berto,Gide,Engineer
84324,1996-10-24,9999-01-01,Yongmao,Salinas,Staff
84328,1999-03-07,9999-01-01,Sudhanshu,Seghrouchni,Senior Engineer
84331,1999-11-10,9999-01-01,Ziyad,Rousseau,Staff
84333,1991-05-09,9999-01-01,Koldo,Siksek,Senior Engineer
84334,1990-10-29,9999-01-01,Zdislav,Emden,Senior Staff
84337,1998-10-25,9999-01-01,Zvonko,Ligten,Senior Staff
84340,1997-08-15,9999-01-01,Moriyoshi,Granlund,Senior Staff
84353,1999-06-02,9999-01-01,Genta,Pesch,Staff
84362,1989-06-12,9999-01-01,JoAnne,Maccarone,Technique Leader
84364,1996-09-10,9999-01-01,Kazuyasu,Kulisch,Senior Staff
84366,1996-10-01,9999-01-01,Radhika,Perry,Senior Engineer
84370,1986-03-08,9999-01-01,Fei,Reghbati,Senior Staff
84373,1997-10-16,9999-01-01,Yongmao,Dengi,Assistant Engineer
84377,1997-06-29,9999-01-01,Karoline,Nivat,Senior Engineer
84382,1987-10-18,9999-01-01,Harjit,Wallrath,Senior Engineer
84388,2001-10-14,9999-01-01,Chikako,Sifakis,Engineer
84393,1990-04-23,9999-01-01,Marke,Yemenis,Senior Staff
84399,1998-06-27,9999-01-01,Sachem,Munawer,Staff
84407,1998-01-17,9999-01-01,Chaoyi,Plessier,Senior Staff
84408,1995-12-01,9999-01-01,Itzchak,Kruskal,Senior Staff
84412,1987-06-28,9999-01-01,Somnath,Delgrande,Senior Staff
84415,2001-02-04,9999-01-01,Sanjoy,Budinsky,Senior Engineer
84416,1997-10-19,9999-01-01,Satosi,Lanphier,Senior Staff
84419,1986-04-21,9999-01-01,Hailing,Foote,Senior Engineer
84421,2001-09-24,9999-01-01,Lokesh,Schaar,Senior Engineer
84427,1985-04-08,9999-01-01,IEEE,Valiente,Senior Engineer
84429,1997-09-06,9999-01-01,Chinhyun,Oberman,Senior Engineer
84432,1999-10-12,9999-01-01,Stein,Danecki,Engineer
84437,1996-03-22,9999-01-01,Salvador,Emmart,Senior Engineer
84447,1996-10-09,9999-01-01,Sachin,Ossenbruggen,Staff
84459,1998-11-13,9999-01-01,Amalendu,Barreiro,Engineer
84467,1999-06-14,9999-01-01,Hilari,Ramras,Senior Staff
84468,1994-10-12,9999-01-01,Along,Kirkerud,Senior Staff
84475,1997-03-01,9999-01-01,Kien,Erni,Assistant Engineer
84481,2001-11-27,9999-01-01,Maren,Sooriamurthi,Senior Engineer
84487,1992-12-16,9999-01-01,Apostol,Hashii,Senior Engineer
84501,1995-10-17,9999-01-01,Khatoun,Chaudhuri,Engineer
84502,1999-02-01,9999-01-01,Murthy,Tomescu,Engineer
84506,1997-04-13,9999-01-01,Michaela,Pfau,Engineer
84510,1988-03-17,9999-01-01,Matt,Leaver,Technique Leader
84511,1993-01-31,9999-01-01,Mostafa,Wendorf,Technique Leader
84517,1989-02-11,9999-01-01,Krassimir,Keohane,Senior Staff
84519,1999-12-21,9999-01-01,Nikolaos,Picco,Senior Engineer
84520,1990-05-16,9999-01-01,Shahar,Leijenhorst,Technique Leader
84525,2000-12-22,9999-01-01,Vugranam,Schwartzbauer,Senior Engineer
84530,1997-04-19,9999-01-01,Marsal,Jansen,Engineer
84539,1999-07-12,9999-01-01,Jiann,Nanard,Senior Engineer
84546,1996-07-20,9999-01-01,Gregory,DeMori,Engineer
84547,1997-12-17,9999-01-01,Subhankar,Lanzelotte,Engineer
84549,1997-05-06,9999-01-01,Remco,Morrin,Senior Engineer
84552,1999-04-29,9999-01-01,Pramod,Sidou,Engineer
84553,1986-07-31,9999-01-01,Ekawit,Lamparter,Senior Engineer
84563,1997-08-02,9999-01-01,Susanne,Koshino,Senior Staff
84568,1989-02-22,9999-01-01,Denny,Peltason,Senior Engineer
84570,1996-04-20,9999-01-01,Patricio,Asrin,Staff
84574,2002-05-26,9999-01-01,Sachio,Kaltofen,Senior Engineer
84578,1992-10-08,9999-01-01,Shigeaki,Chorvat,Senior Staff
84579,2000-05-13,9999-01-01,Frederique,Montemayor,Senior Staff
84582,1998-01-20,9999-01-01,Huican,Loncour,Engineer
84585,1996-08-25,9999-01-01,Shen,Eppinger,Senior Engineer
84587,1989-01-09,9999-01-01,Sangeeta,Bressoud,Senior Engineer
84588,1996-03-24,9999-01-01,Uinam,Babu,Senior Staff
84591,1999-12-07,9999-01-01,Toshimo,Haddadi,Senior Staff
84595,1996-08-27,9999-01-01,Xiaopeng,Christianini,Senior Staff
84596,1986-05-26,9999-01-01,Poornachandra,Picht,Technique Leader
84599,1998-02-20,9999-01-01,Yolla,Ranst,Senior Staff
84600,1994-05-02,9999-01-01,Sham,Chachaty,Senior Engineer
84603,1999-09-26,9999-01-01,Serge,Chartres,Staff
84606,1993-02-17,9999-01-01,Gully,Kawashimo,Senior Engineer
84608,1998-05-15,9999-01-01,Ung,Przulj,Senior Engineer
84611,2000-03-23,9999-01-01,Uli,Lichtner,Senior Engineer
84612,1993-11-15,9999-01-01,Krisda,Backhouse,Staff
84617,1999-08-11,9999-01-01,Mohan,Delgrande,Senior Engineer
84626,1997-01-22,9999-01-01,Yonghong,Pena,Engineer
84628,1999-05-11,9999-01-01,Tsvetan,Anick,Engineer
84629,1986-12-18,9999-01-01,Heon,Kaltofen,Senior Staff
84635,2002-07-04,9999-01-01,Arno,Siegrist,Senior Staff
84639,2000-12-13,9999-01-01,Prasadram,Marletta,Senior Engineer
84649,2001-12-18,9999-01-01,Ennio,Muniz,Senior Staff
84652,1998-01-25,9999-01-01,Hatim,Ertl,Engineer
84656,1991-09-27,9999-01-01,Danai,Lubachevsky,Senior Engineer
84662,1999-10-04,9999-01-01,Sanjeeva,Kalafatis,Senior Staff
84671,1993-03-27,9999-01-01,Lenore,Dalphin,Senior Engineer
84672,1988-07-29,9999-01-01,Mihalis,Lamparter,Senior Staff
84680,1996-09-18,9999-01-01,Takahira,Pettey,Engineer
84684,1997-02-28,9999-01-01,Frederique,Zumaque,Staff
84685,1992-07-13,9999-01-01,Alejandra,Jullig,Senior Engineer
84686,1995-07-23,9999-01-01,Rosli,Vieri,Senior Engineer
84707,2001-08-27,9999-01-01,Odinaldo,Ushiama,Senior Engineer
84711,1997-07-07,9999-01-01,Tetsurou,Back,Engineer
84715,1997-05-08,9999-01-01,Filipp,Reistad,Senior Engineer
84716,1999-06-12,9999-01-01,Aksel,Keustermans,Engineer
84720,1996-02-07,9999-01-01,Akemi,Champarnaud,Senior Staff
84722,1990-12-11,9999-01-01,Hercules,Slutz,Senior Engineer
84725,1996-09-15,9999-01-01,Zejun,Boyle,Senior Engineer
84726,1990-08-02,9999-01-01,Niranjan,Hettesheimer,Senior Engineer
84728,1999-06-18,9999-01-01,Paloma,Whitcomb,Senior Staff
84734,1993-07-26,9999-01-01,Khedija,Kadhim,Senior Engineer
84743,1998-07-30,9999-01-01,Juichirou,Picaronny,Assistant Engineer
84747,1988-12-06,9999-01-01,Yoshinari,Felcyn,Senior Staff
84748,1997-08-02,9999-01-01,Jianhao,Crelier,Engineer
84751,2000-02-25,9999-01-01,Erez,Bakhtari,Senior Staff
84758,1994-07-10,9999-01-01,Toong,Usery,Senior Engineer
84762,1999-04-21,9999-01-01,Visit,Asrin,Senior Staff
84765,1997-08-17,9999-01-01,Yannis,Kleiser,Senior Engineer
84773,1995-02-07,9999-01-01,Naraig,Frolund,Senior Engineer
84791,1999-04-19,9999-01-01,Guoxiang,Ritcey,Senior Engineer
84797,1985-08-27,9999-01-01,Tadanori,Baig,Technique Leader
84809,2002-06-03,9999-01-01,Hironoby,Zobel,Senior Engineer
84821,1998-05-07,9999-01-01,Magy,Vieri,Senior Staff
84827,1998-06-23,9999-01-01,Moheb,Schmittgen,Engineer
84832,1998-12-30,9999-01-01,Zsolt,Piancastelli,Engineer
84837,2001-04-04,9999-01-01,Abdelkader,Chandrasekhar,Senior Staff
84838,1998-03-26,9999-01-01,Jiafu,Binkley,Senior Staff
84844,1999-10-26,9999-01-01,Goo,Oppitz,Engineer
84848,1998-05-21,9999-01-01,Limsoon,Ullian,Senior Engineer
84849,1994-01-26,9999-01-01,Kenroku,Carrera,Senior Engineer
84854,2000-12-20,9999-01-01,Renee,Ertl,Senior Staff
84860,1992-07-21,9999-01-01,Paris,Angot,Senior Engineer
84867,1997-04-10,9999-01-01,Almudena,Mullainathan,Senior Staff
84883,2001-08-06,9999-01-01,Vishv,Khalil,Senior Staff
84901,1995-10-28,9999-01-01,Lucien,Peak,Staff
84904,1991-08-10,9999-01-01,Gladys,Aamodt,Senior Engineer
84907,1987-11-22,9999-01-01,Miomir,Smailagic,Senior Staff
84910,1998-09-18,9999-01-01,Kaijung,Mondadori,Senior Staff
84911,1996-06-23,9999-01-01,Moheb,Birdsall,Staff
84916,1992-06-27,9999-01-01,Saddek,Jiafu,Senior Staff
84917,1996-04-26,9999-01-01,Rafael,Fetvedt,Engineer
84918,1995-04-03,9999-01-01,Conor,Pappas,Senior Engineer
84919,1996-12-15,9999-01-01,Huican,Validov,Senior Engineer
84926,1997-05-28,9999-01-01,Abdelwaheb,Barbanera,Senior Staff
84931,1996-11-16,9999-01-01,Basem,Sommer,Senior Staff
84932,2000-11-13,9999-01-01,Barun,Klassen,Senior Staff
84933,1987-08-28,9999-01-01,Sailaja,Plessier,Senior Engineer
84943,1997-11-02,9999-01-01,Hugo,Benantar,Senior Engineer
84945,1992-04-29,9999-01-01,DeForest,Hinsberger,Senior Staff
84961,1998-11-10,9999-01-01,Goetz,Conry,Senior Staff
84966,1996-03-25,9999-01-01,Jaroslava,Aingworth,Senior Engineer
84970,2001-08-10,9999-01-01,Xiping,Bahk,Senior Engineer
84973,1996-01-27,9999-01-01,Kazuhiro,Kabayashi,Engineer
84974,1993-06-06,9999-01-01,Baocai,Pell,Technique Leader
84975,1997-11-03,9999-01-01,Mihalis,Toyoshima,Senior Engineer
84976,1994-11-29,9999-01-01,Eran,Perez,Senior Staff
84978,1999-11-08,9999-01-01,Yuguang,Rajaraman,Staff
84982,1992-02-04,9999-01-01,Gino,Biron,Senior Staff
84983,1992-07-09,9999-01-01,Shigeo,Bashian,Senior Engineer
84994,1993-05-02,9999-01-01,Seongbae,Haraldson,Senior Staff
84999,1996-10-04,9999-01-01,Turgut,Koblitz,Senior Staff
85000,1997-07-05,9999-01-01,Uinam,Manderick,Engineer
85007,1995-10-19,9999-01-01,Tze,Hiyoshi,Senior Staff
85008,1999-01-23,9999-01-01,Breannda,Schusler,Staff
85015,2002-01-21,9999-01-01,Lijia,Lipner,Senior Staff
85017,1991-07-12,9999-01-01,Falguni,Swiler,Senior Staff
85018,1996-01-24,9999-01-01,Marjo,Billingsley,Engineer
85020,1994-03-27,9999-01-01,Tiina,Peir,Senior Staff
85024,1987-12-24,9999-01-01,Zeydy,Hmelo,Senior Staff
85027,1999-02-07,9999-01-01,Leah,Hasham,Senior Staff
85028,1998-01-20,9999-01-01,Ebru,Heydon,Senior Staff
85033,1991-04-03,9999-01-01,Garnet,Luke,Senior Staff
85038,1989-07-25,9999-01-01,Padma,Gruenwald,Senior Engineer
85040,2000-02-11,9999-01-01,Chikako,Legleitner,Senior Staff
85049,2002-05-18,9999-01-01,Guiseppe,Hebert,Senior Staff
85055,1999-05-01,9999-01-01,Berni,Coombs,Senior Staff
85057,1995-05-17,9999-01-01,Charlene,Sadowsky,Senior Engineer
85060,1995-02-27,9999-01-01,Fai,Besselaar,Staff
85062,1988-08-13,9999-01-01,Vasilis,Luks,Senior Engineer
85067,1997-01-12,9999-01-01,Vishwani,Jansch,Senior Engineer
85069,1990-06-10,9999-01-01,Masako,Lukaszewicz,Senior Engineer
85071,1994-11-09,9999-01-01,Jaques,Stavenow,Staff
85079,1994-09-19,9999-01-01,Shan,Wossner,Senior Staff
85080,2001-05-05,9999-01-01,Munir,Hofmeyr,Senior Engineer
85091,1994-10-05,9999-01-01,Berna,Kavanagh,Technique Leader
85095,1994-12-11,9999-01-01,Nevio,Vilarrasa,Technique Leader
85096,1998-02-08,9999-01-01,Xinglin,Feinberg,Engineer
85100,1996-10-20,9999-01-01,Mats,Kawashima,Staff
85101,1997-10-02,9999-01-01,Tru,Businaro,Senior Staff
85109,1998-12-14,9999-01-01,Ottavia,Rebaine,Assistant Engineer
85111,1994-05-10,9999-01-01,Sastry,Kavraki,Senior Staff
85112,1997-12-17,9999-01-01,Yongmin,Llado,Engineer
85119,1987-12-01,9999-01-01,Xiaobin,Himler,Senior Staff
85124,2001-07-12,9999-01-01,Boaz,Yamaashi,Senior Engineer
85129,1998-08-08,9999-01-01,True,Lorcy,Senior Engineer
85139,1995-03-18,9999-01-01,Joydip,Tagansky,Senior Staff
85142,2002-06-05,9999-01-01,Jackson,Brlek,Senior Engineer
85143,2002-03-03,9999-01-01,Yinghua,Mersereau,Senior Staff
85146,1997-07-25,9999-01-01,Hironobu,Nittel,Senior Staff
